Year,Estimated Value
1990-04-22,210408.73895247065
1990-04-29,210221.50912490676
1990-05-06,210057.75995462178
1990-05-13,209917.49144161568
1990-05-20,209800.70358588846
1990-05-27,209707.3963874401
1990-06-03,209637.56984627072
1990-06-10,209591.22396238014
1990-06-17,209568.35873576847
1990-06-24,209568.9741664357
1990-07-01,209593.07025438183
1990-07-08,209640.64699960678
1990-07-15,209694.9576590435
1990-07-22,209739.25548962454
1990-07-29,209773.54049135008
1990-08-05,209797.8126642201
1990-08-12,209812.07200823454
1990-08-19,209816.3185233934
1990-08-26,209810.5522096967
1990-09-02,209794.77306714444
1990-09-09,209768.98109573664
1990-09-16,209733.17629547327
1990-09-23,209687.35866635432
1990-09-30,209631.52820837987
1990-10-07,209565.68492154984
1990-10-14,209489.82880586418
1990-10-21,209403.95986132306
1990-10-28,209308.07808792635
1990-11-04,209202.18348567406
1990-11-11,209086.27605456623
1990-11-18,208960.35579460283
1990-11-25,208824.42270578395
1990-12-02,208678.4767881094
1990-12-09,208522.51804157931
1990-12-16,208356.5464661937
1990-12-23,208180.5620619525
1990-12-30,207994.5648288558
1991-01-06,207800.0
1991-01-13,207592.53187609563
1991-01-20,207376.4961564322
1991-01-27,207150.44760791326
1991-02-03,206914.38623053872
1991-02-10,206668.31202430857
1991-02-17,206412.22498922294
1991-02-24,206146.1251252817
1991-03-03,205870.01243248495
1991-03-10,205583.88691083266
1991-03-17,205287.74856032472
1991-03-24,204981.59738096135
1991-03-31,204665.4333727423
1991-04-07,204339.25653566775
1991-04-14,204003.06686973764
1991-04-21,203656.86437495193
1991-04-28,203300.64905131076
1991-05-05,202934.4208988139
1991-05-12,202558.1799174616
1991-05-19,202171.92610725362
1991-05-26,201775.65946819016
1991-06-02,201369.38000027114
1991-06-09,200953.08770349657
1991-06-16,200526.78257786646
1991-06-23,200090.46462338074
1991-06-30,199644.13384003946
1991-07-07,199187.79022784263
1991-07-14,198735.0330967054
1991-07-21,198299.46175654282
1991-07-28,197881.07620735487
1991-08-04,197479.8764491416
1991-08-11,197095.86248190296
1991-08-18,196729.034305639
1991-08-25,196379.39192034976
1991-09-01,196046.9353260352
1991-09-08,195731.66452269524
1991-09-15,195433.57951033
1991-09-22,195152.6802889394
1991-09-29,194888.96685852346
1991-10-06,194642.43921908218
1991-10-13,194413.09737061558
1991-10-20,194200.9413131237
1991-10-27,194005.9710466064
1991-11-03,193828.1865710638
1991-11-10,193667.58788649586
1991-11-17,193524.17499290258
1991-11-24,193397.94789028406
1991-12-01,193288.9065786401
1991-12-08,193197.05105797082
1991-12-15,193122.38132827624
1991-12-22,193064.8973895563
1991-12-29,193024.59924181105
1992-01-05,193000.0
1992-01-12,192995.5603192445
1992-01-19,193006.81954442326
1992-01-26,193035.2645605767
1992-02-02,193080.89536770477
1992-02-09,193143.7119658075
1992-02-16,193223.71435488493
1992-02-23,193320.90253493696
1992-03-01,193435.2765059637
1992-03-08,193566.83626796512
1992-03-15,193715.5818209412
1992-03-22,193881.51316489198
1992-03-29,194064.63029981736
1992-04-05,194264.93322571745
1992-04-12,194482.4219425922
1992-04-19,194717.09645044158
1992-04-26,194968.9567492657
1992-05-03,195238.0028390644
1992-05-10,195524.23471983784
1992-05-17,195827.65239158587
1992-05-24,196148.2558543086
1992-05-31,196486.04510800604
1992-06-07,196841.02015267816
1992-06-14,197213.18098832492
1992-06-21,197602.52761494633
1992-06-28,198009.0600325424
1992-07-05,198432.77824111312
1992-07-12,198850.1858305157
1992-07-19,199237.78639060727
1992-07-26,199595.57992138775
1992-08-02,199923.56642285726
1992-08-09,200221.74589501566
1992-08-16,200490.1183378631
1992-08-23,200728.6837513995
1992-08-30,200937.44213562488
1992-09-06,201116.39349053925
1992-09-13,201265.53781614258
1992-09-20,201384.87511243488
1992-09-27,201474.40537941613
1992-10-04,201534.12861708636
1992-10-11,201564.04482544557
1992-10-18,201564.1540044938
1992-10-25,201534.45615423092
1992-11-01,201474.95127465707
1992-11-08,201385.63936577216
1992-11-15,201266.52042757624
1992-11-22,201117.59446006932
1992-11-29,200938.86146325135
1992-12-06,200730.32143712233
1992-12-13,200491.97438168232
1992-12-20,200223.82029693123
1992-12-27,199925.85918286914
1993-01-03,199600.0
1993-01-10,199240.51586681188
1993-01-17,198853.13366481673
1993-01-24,198435.94443351057
1993-01-31,197988.94817289332
1993-02-07,197512.1448829651
1993-02-14,197005.53456372584
1993-02-21,196469.11721517547
1993-02-28,195902.89283731417
1993-03-07,195306.86143014184
1993-03-14,194681.02299365844
1993-03-21,194025.37752786407
1993-03-28,193339.92503275856
1993-04-04,192624.66550834215
1993-04-11,191879.59895461463
1993-04-18,191104.72537157615
1993-04-25,190300.0447592266
1993-05-02,189465.557117566
1993-05-09,188601.26244659442
1993-05-16,187707.1607463118
1993-05-23,186783.25201671815
1993-05-30,185829.53625781345
1993-06-06,184846.0134695978
1993-06-13,183832.68365207105
1993-06-20,182789.54680523332
1993-06-27,181716.60292908447
1993-07-04,180613.85202362467
1993-07-11,179517.12560074803
1993-07-18,178462.25517234876
1993-07-25,177449.24073842686
1993-08-01,176478.08229898228
1993-08-08,175548.77985401507
1993-08-15,174661.3334035252
1993-08-22,173815.74294751274
1993-08-29,173012.00848597763
1993-09-05,172250.13001891985
1993-09-12,171530.1075463395
1993-09-19,170851.94106823643
1993-09-26,170215.6305846108
1993-10-03,169621.17609546246
1993-10-10,169068.5776007915
1993-10-17,168557.83510059796
1993-10-24,168088.94859488172
1993-10-31,167661.9180836429
1993-11-07,167276.74356688137
1993-11-14,166933.4250445972
1993-11-21,166631.9625167905
1993-11-28,166372.35598346105
1993-12-05,166154.605444609
1993-12-12,165978.71090023435
1993-12-19,165844.672350337
1993-12-26,165752.48979491706
1994-01-02,165700.0
1994-01-09,165693.6926675092
1994-01-16,165727.0780955213
1994-01-23,165802.31951801077
1994-01-30,165919.41693497763
1994-02-06,166078.37034642187
1994-02-13,166279.17975234345
1994-02-20,166521.84515274235
1994-02-27,166806.36654761864
1994-03-06,167132.74393697229
1994-03-13,167500.9773208033
1994-03-20,167911.0666991117
1994-03-27,168363.01207189742
1994-04-03,168856.81343916053
1994-04-10,169392.470800901
1994-04-17,169969.9841571188
1994-04-24,170589.353507814
1994-05-01,171250.57885298657
1994-05-08,171953.66019263648
1994-05-15,172698.59752676374
1994-05-22,173485.39085536834
1994-05-29,174314.04017845035
1994-06-05,175184.54549600973
1994-06-12,176096.90680804645
1994-06-19,177051.1241145605
1994-06-26,178047.197415552
1994-07-03,179085.12671102077
1994-07-10,180126.7985486994
1994-07-17,181134.09947632023
1994-07-24,182107.02949388328
1994-07-31,183045.58860138862
1994-08-07,183949.77679883616
1994-08-14,184819.59408622587
1994-08-21,185655.04046355793
1994-08-28,186456.11593083217
1994-09-04,187222.8204880487
1994-09-11,187955.15413520735
1994-09-18,188653.11687230834
1994-09-25,189316.70869935155
1994-10-02,189945.92961633697
1994-10-09,190540.77962326462
1994-10-16,191101.25872013453
1994-10-23,191627.36690694667
1994-10-30,192119.104183701
1994-11-06,192576.47055039761
1994-11-13,192999.46600703648
1994-11-20,193388.09055361757
1994-11-27,193742.34419014087
1994-12-04,194062.2269166064
1994-12-11,194347.73873301415
1994-12-18,194598.8796393642
1994-12-25,194815.64963565645
1995-01-01,195000.0
1995-01-08,195146.07689806767
1995-01-15,195259.73416418658
1995-01-22,195339.02052024778
1995-01-29,195383.9359662512
1995-02-05,195394.48050219688
1995-02-12,195370.65412808477
1995-02-19,195312.4568439149
1995-02-26,195219.8886496873
1995-03-05,195092.94954540185
1995-03-12,194931.63953105872
1995-03-19,194735.95860665783
1995-03-26,194505.9067721991
1995-04-02,194241.48402768266
1995-04-09,193942.69037310846
1995-04-16,193609.52580847644
1995-04-23,193241.99033378673
1995-04-30,192840.08394903917
1995-05-07,192403.8066542339
1995-05-14,191933.15844937088
1995-05-21,191428.13933445004
1995-05-28,190888.7493094715
1995-06-04,190314.98837443517
1995-06-11,189706.85652934105
1995-06-18,189064.3537741892
1995-06-25,188387.48010897957
1995-07-02,187676.2355337122
1995-07-09,186936.43036041292
1995-07-16,186202.9264612371
1995-07-23,185481.53414821066
1995-07-30,184772.25342133356
1995-08-06,184075.08428060584
1995-08-13,183390.02672602748
1995-08-20,182717.08075759848
1995-08-27,182056.24637531885
1995-09-03,181407.52357918854
1995-09-10,180770.91236920757
1995-09-17,180146.41274537603
1995-09-24,179534.02470769378
1995-10-01,178933.74825616096
1995-10-08,178345.58339077744
1995-10-15,177769.5301115433
1995-10-22,177205.58841845856
1995-10-29,176653.75831152312
1995-11-05,176114.03979073704
1995-11-12,175586.43285610038
1995-11-19,175070.93750761298
1995-11-26,174567.55374527504
1995-12-03,174076.28156908636
1995-12-10,173597.12097904715
1995-12-17,173130.07197515725
1995-12-24,172675.13455741666
1995-12-31,172232.3087258255
1996-01-07,171800.0
1996-01-14,171382.99182109116
1996-01-21,170976.50074794807
1996-01-28,170582.1212609543
1996-02-04,170199.85336010993
1996-02-11,169829.69704541488
1996-02-18,169471.6523168692
1996-02-25,169125.71917447288
1996-03-03,168791.8976182259
1996-03-10,168470.1876481283
1996-03-17,168160.58926418007
1996-03-24,167863.10246638115
1996-03-31,167577.72725473167
1996-04-07,167304.46362923147
1996-04-14,167043.3115898807
1996-04-21,166794.27113667922
1996-04-28,166557.34226962712
1996-05-05,166332.5249887244
1996-05-12,166119.819293971
1996-05-19,165919.22518536702
1996-05-26,165730.74266291235
1996-06-02,165554.37172660706
1996-06-09,165390.1123764511
1996-06-16,165237.9646124445
1996-06-23,165097.92843458732
1996-06-30,164970.00384287947
1996-07-07,164854.19083732093
1996-07-14,164732.30067414232
1996-07-21,164586.14460957408
1996-07-28,164415.72264361623
1996-08-04,164221.03477626885
1996-08-11,164002.0810075318
1996-08-18,163758.86133740516
1996-08-25,163491.3757658889
1996-09-01,163199.62429298303
1996-09-08,162883.6069186876
1996-09-15,162543.32364300257
1996-09-22,162178.77446592788
1996-09-29,161789.95938746363
1996-10-06,161376.8784076098
1996-10-13,160939.53152636628
1996-10-20,160477.91874373323
1996-10-27,159992.0400597106
1996-11-03,159481.89547429828
1996-11-10,158947.48498749643
1996-11-17,158388.80859930493
1996-11-24,157805.86630972388
1996-12-01,157198.65811875317
1996-12-08,156567.1840263929
1996-12-15,155911.444032643
1996-12-22,155231.43813750352
1996-12-29,154527.16634097442
1997-01-05,153800.0
1997-01-12,153045.8250437474
1997-01-19,152268.7555430495
1997-01-26,151467.42014096203
1997-02-02,150641.8188374849
1997-02-09,149791.9516326182
1997-02-16,148917.8185263619
1997-02-23,148019.4195187159
1997-03-02,147096.7546096804
1997-03-09,146149.8237992553
1997-03-16,145178.62708744057
1997-03-23,144183.16447423626
1997-03-30,143163.4359596423
1997-04-06,142119.44154365876
1997-04-13,141051.18122628564
1997-04-20,139958.65500752287
1997-04-27,138841.86288737057
1997-05-04,137700.8048658286
1997-05-11,136535.48094289706
1997-05-18,135345.89111857588
1997-05-25,134132.03539286513
1997-06-01,132893.91376576477
1997-06-08,131631.52623727484
1997-06-15,130344.87280739527
1997-06-22,129033.9534761261
1997-06-29,127698.76824346732
1997-07-06,126339.31710941895
1997-07-13,124980.78455205997
1997-07-20,123648.35504946945
1997-07-27,122342.0286016473
1997-08-03,121061.80520859352
1997-08-10,119807.6848703082
1997-08-17,118579.66758679129
1997-08-24,117377.7533580428
1997-08-31,116201.94218406272
1997-09-07,115052.23406485104
1997-09-14,113928.62900040777
1997-09-21,112831.12699073291
1997-09-28,111759.72803582647
1997-10-05,110714.43213568845
1997-10-12,109695.23929031884
1997-10-19,108702.14949971763
1997-10-26,107735.16276388483
1997-11-02,106794.27908282045
1997-11-09,105879.49845652448
1997-11-16,104990.82088499691
1997-11-23,104128.24636823777
1997-11-30,103291.77490624704
1997-12-07,102481.4064990247
1997-12-14,101697.14114657081
1997-12-21,100938.9788488853
1997-12-28,100206.91960596821
1998-01-04,99500.0
1998-01-11,98821.11028443926
1998-01-18,98167.36020582741
1998-01-25,97539.71318198399
1998-02-01,96938.16921290895
1998-02-08,96362.72829860233
1998-02-15,95813.39043906413
1998-02-22,95290.15563429432
1998-03-01,94793.02388429295
1998-03-08,94321.99518905998
1998-03-15,93877.06954859542
1998-03-22,93458.24696289927
1998-03-29,93065.52743197154
1998-04-05,92698.9109558122
1998-04-12,92358.3975344213
1998-04-19,92043.98716779878
1998-04-26,91755.6798559447
1998-05-03,91493.47559885902
1998-05-10,91257.37439654175
1998-05-17,91047.37624899289
1998-05-24,90863.48115621245
1998-05-31,90705.68911820042
1998-06-07,90574.0001349568
1998-06-14,90468.41420648163
1998-06-21,90388.93133277482
1998-06-28,90335.55151383641
1998-07-05,90308.27474966645
1998-07-12,90293.69654536463
1998-07-19,90278.41240603068
1998-07-26,90262.42233166462
1998-08-02,90245.72632226642
1998-08-09,90228.32437783612
1998-08-16,90210.21649837369
1998-08-23,90191.40268387915
1998-08-30,90171.8829343525
1998-09-06,90151.65724979372
1998-09-13,90130.72563020283
1998-09-20,90109.08807557978
1998-09-27,90086.74458592467
1998-10-04,90063.6951612374
1998-10-11,90039.93980151799
1998-10-18,90015.47850676652
1998-10-25,89990.31127698289
1998-11-01,89964.43811216716
1998-11-08,89937.85901231928
1998-11-15,89910.5739774393
1998-11-22,89882.58300752725
1998-11-29,89853.88610258301
1998-12-06,89824.48326260668
1998-12-13,89794.37448759822
1998-12-20,89763.55977755766
1998-12-27,89732.03913248495
1999-01-03,89700.0
1999-01-10,89666.88003724322
1999-01-17,89633.24158707417
1999-01-24,89598.897201873
1999-01-31,89563.84688163969
1999-02-07,89528.0906263743
1999-02-14,89491.62843607677
1999-02-21,89454.46031074712
1999-02-28,89416.58625038536
1999-03-07,89378.00625499146
1999-03-14,89338.72032456545
1999-03-21,89298.72845910733
1999-03-28,89258.03065861709
1999-04-04,89216.62692309474
1999-04-11,89174.51725254024
1999-04-18,89131.70164695363
1999-04-25,89088.18010633491
1999-05-02,89043.95263068409
1999-05-09,88999.01922000111
1999-05-16,88953.37987428602
1999-05-23,88907.03459353883
1999-05-30,88859.98337775952
1999-06-06,88812.22622694809
1999-06-13,88763.76314110451
1999-06-20,88714.59412022884
1999-06-27,88664.71916432104
1999-07-04,88614.1382733811
1999-07-11,88553.15957385948
1999-07-18,88472.09119220648
1999-07-25,88370.93312842211
1999-08-01,88249.6853825064
1999-08-08,88108.34795445936
1999-08-15,87946.92084428095
1999-08-22,87765.40405197119
1999-08-29,87563.79757753007
1999-09-05,87342.10142095764
1999-09-12,87100.3155822538
1999-09-19,86838.44006141865
1999-09-26,86556.47485845214
1999-10-03,86254.41997335426
1999-10-10,85932.27540612506
1999-10-17,85590.04115676449
1999-10-24,85227.71722527259
1999-10-31,84845.30361164932
1999-11-07,84442.8003158947
1999-11-14,84020.20733800872
1999-11-21,83577.52467799142
1999-11-28,83114.75233584273
1999-12-05,82631.89031156272
1999-12-12,82128.93860515133
